evidence_row_id	capability_partition	identity_label	member_receipt_review_state	artifact_id	artifact_package	artifact_version	artifact_architecture	artifact_sha256	expected_soname_alias	alias_member_path	alias_target_member_path	recipe_root	recipe_tree	recipe_declared_version_raw	recipe_revision_raw	recipe_resolved_full_version	recipe_source_url_raw	recipe_source_sha256	recipe_build_sh_blob	recipe_build_sh_sha256	recipe_file_manifest_sha256	recipe_file_count	patch_file_count	subpackage_file_count	layout_hook_file_count	other_recipe_file_count	recipe_lineage_candidate_state	termux_android_adaptation_state	drift_target_elf_review_state	artifact_to_recipe_binding_state	final_provider_state	target_population_state
selected:33fe337448a19e2c6f2f	gtk-gui	libfontconfig.so.1.12.1	EXPECTED_SONAME_ALIAS_SYMLINK_PRESENT_CONCRETE_FILENAME_DRIFT	generic-artifact:c6bc4c9801ee7a45b506	fontconfig-glibc	2.15.0-1	aarch64	c6bc4c9801ee7a45b506d3cc501f1c73a2fe6f1d4b5690eddede158f2b78aafb	libfontconfig.so.1	./data/data/com.termux/files/usr/glibc/lib/libfontconfig.so.1	./data/data/com.termux/files/usr/glibc/lib/libfontconfig.so.1.14.0	gpkg/fontconfig	c5c62dc15d6a897251c88cb7c2306b2a12dd16ba	2.15.0	1	2.15.0-1	https://gitlab.freedesktop.org/fontconfig/fontconfig/-/archive/${TERMUX_PKG_VERSION}/fontconfig-${TERMUX_PKG_VERSION}.tar.gz	cdebb4b805d33e9bdefcc0ef9743db638d2acb21139bbe1a6a85878d4c3e8c9e	6ab48ee860385da68de98305aec285a39000126c	8d6a759d27ba1a5334e817a1433a84eafcd342fac1ff12faea46a0f50268bfda	2039dcf662dd172714268d29420c1d528e3056dd2854b7e356137135bf1f0d44	3	1	1	0	0	PINNED_RECIPE_FAMILY_VERSION_ALIGNED_NO_BUILD_ATTESTATION	PINNED_RECIPE_EVIDENCE_INVENTORY_PENDING_REVIEW	PENDING_READ_ONLY_TARGET_ELF_INSPECTION	OPEN_NO_BUILD_ATTESTATION	UNRESOLVED	BLOCKED
selected:4a768de6fd1891617456	gtk-gui	libpng16.so.16.48.0	EXPECTED_SONAME_ALIAS_SYMLINK_PRESENT_CONCRETE_FILENAME_DRIFT	generic-artifact:b2835404d3b0f54b75eb	libpng-glibc	1.6.47	aarch64	b2835404d3b0f54b75eb464a58ad5eb46f2d64d4fe1167a7984031f0e990b33f	libpng16.so.16	./data/data/com.termux/files/usr/glibc/lib/libpng16.so.16	./data/data/com.termux/files/usr/glibc/lib/libpng16.so.16.47.0	gpkg/libpng	c28b21ff2f072e880bce82fe81e4022b88945c22	1.6.47	0	1.6.47	https://download.sourceforge.net/libpng/libpng-$TERMUX_PKG_VERSION.tar.xz	b213cb381fbb1175327bd708a77aab708a05adde7b471bc267bd15ac99893631	1ba46639962dc3f125e42a90f3709145f19a0631	f187d13723c4aeef0dc263ae527fd5cd0c5b6a90dc05c610f0daff9276a5c14e	b99038873d3f94bb15ecbc6b08f67ba000bcfc65104fd7fd5fe7603ee1a5ef1a	1	0	0	0	0	PINNED_RECIPE_FAMILY_VERSION_ALIGNED_NO_BUILD_ATTESTATION	PINNED_RECIPE_EVIDENCE_INVENTORY_PENDING_REVIEW	PENDING_READ_ONLY_TARGET_ELF_INSPECTION	OPEN_NO_BUILD_ATTESTATION	UNRESOLVED	BLOCKED
selected:5112da4dd8080fe0687f	printing	libdbus-1.so.3.38.3	EXPECTED_SONAME_ALIAS_SYMLINK_PRESENT_CONCRETE_FILENAME_DRIFT	generic-artifact:a1ee6a6519c54ebfcd61	dbus-glibc	1.15.6-2	aarch64	a1ee6a6519c54ebfcd6157c89481265d5aafe2d7ddb25bd9df0d3308c3a9bda1	libdbus-1.so.3	./data/data/com.termux/files/usr/glibc/lib/libdbus-1.so.3	./data/data/com.termux/files/usr/glibc/lib/libdbus-1.so.3.37.0	gpkg/dbus	d7c789ccea51cdb6d13196fd106f32daf6c75822	1.15.6	2	1.15.6-2	https://dbus.freedesktop.org/releases/dbus/dbus-$TERMUX_PKG_VERSION.tar.xz	f97f5845f9c4a5a1fb3df67dfa9e16b5a3fd545d348d6dc850cb7ccc9942bd8c	9a1c4f229fcee8dfe2ff171bdd164550dfedc3d6	8351eadea837bc0dc51af115742821d668fb84b0976cc18249554b7005491fc1	e93e79507236061356c2597946c5c9ecbd3d8e742037ab215800293ff699811e	2	1	0	0	0	PINNED_RECIPE_FAMILY_VERSION_ALIGNED_NO_BUILD_ATTESTATION	PINNED_RECIPE_EVIDENCE_INVENTORY_PENDING_REVIEW	PENDING_READ_ONLY_TARGET_ELF_INSPECTION	OPEN_NO_BUILD_ATTESTATION	UNRESOLVED	BLOCKED
selected:553839925ebeb658612d	gtk-gui	libcairo.so.2.11804.4	EXPECTED_SONAME_ALIAS_SYMLINK_PRESENT_CONCRETE_FILENAME_DRIFT	generic-artifact:3250dba4dc3312b4fcaa	libcairo-glibc	1.18.2	aarch64	3250dba4dc3312b4fcaa763c788614c63ba611ee82451224ba10da50622a0db2	libcairo.so.2	./data/data/com.termux/files/usr/glibc/lib/libcairo.so.2	./data/data/com.termux/files/usr/glibc/lib/libcairo.so.2.11802.2	gpkg/libcairo	b80a0990d43609e09f1480394225d2b068ce5881	1.18.2	0	1.18.2	https://gitlab.freedesktop.org/cairo/cairo/-/archive/${TERMUX_PKG_VERSION}/cairo-${TERMUX_PKG_VERSION}.tar.bz2	0b895967abfae888ecad9ace4bce475a27e1b9aaeedaaf334b97c96f13ccc604	8b848a1277895bdaf1283626ef37fc1c8ddcb399	3a406b4d52edc01e818661fdce655328c1a0d3597c4910717fda5b8cc3da9eaf	9f821a4e606d34c46901c50868f23975a9937280e7ff45c44208bcb5b108b0d8	3	2	0	0	0	PINNED_RECIPE_FAMILY_VERSION_ALIGNED_NO_BUILD_ATTESTATION	PINNED_RECIPE_EVIDENCE_INVENTORY_PENDING_REVIEW	PENDING_READ_ONLY_TARGET_ELF_INSPECTION	OPEN_NO_BUILD_ATTESTATION	UNRESOLVED	BLOCKED
selected:5909031aa9e67d50214b	gtk-gui	libdatrie.so.1.4.0	EXACT_CONCRETE_MEMBER_AND_EXPECTED_SONAME_OBSERVED	generic-artifact:d553cf0a49e324e2595d	libdatrie-glibc	0.2.13	aarch64	d553cf0a49e324e2595d17903d78aad8b28994a4f878c139f383e34a62592707	libdatrie.so.1	-	-	gpkg/libdatrie	d773dbb3e0ad7eb29f323f75cb731e30eff66904	0.2.13	0	0.2.13	https://linux.thai.net/pub/thailinux/software/libthai/libdatrie-$TERMUX_PKG_VERSION.tar.xz	12231bb2be2581a7f0fb9904092d24b0ed2a271a16835071ed97bed65267f4be	48d6fa28d1b860f2c33d6b9bc8d4f87d1c4d8f6b	be08b97db1f3fb696118bd52b6a0a0a1eabc2f73c72b5bb510fe991f5a0fce4b	ea418c33e8bd38f9b7e19a348615d75edc7c8eddec19f25736a76b215266b9b5	1	0	0	0	0	PINNED_RECIPE_FAMILY_VERSION_ALIGNED_NO_BUILD_ATTESTATION	PINNED_RECIPE_EVIDENCE_INVENTORY_PENDING_REVIEW	NOT_REQUIRED_EXACT_MEMBER_ALREADY_OBSERVED	OPEN_NO_BUILD_ATTESTATION	UNRESOLVED	BLOCKED
selected:5d210dfa49b6cf4c1077	gtk-gui	libfribidi.so.0.4.0	EXACT_CONCRETE_MEMBER_AND_EXPECTED_SONAME_OBSERVED	generic-artifact:9e99711a88e10441c0ee	fribidi-glibc	1.0.16	aarch64	9e99711a88e10441c0eee7af77c64b9ee1a6c93484b0e16ac381ed242057219f	libfribidi.so.0	-	-	gpkg/fribidi	41ad596c81980f710112cd74d4f1b428cfbc6d6a	1.0.16	0	1.0.16	https://github.com/fribidi/fribidi/releases/download/v$TERMUX_PKG_VERSION/fribidi-$TERMUX_PKG_VERSION.tar.xz	1b1cde5b235d40479e91be2f0e88a309e3214c8ab470ec8a2744d82a5a9ea05c	c251a59a3b7464fa5ae6dd5b5b65df62a12f9600	6c17e4d5275dc6082f937adc7055893879c768aa4dba582364363c26874c4f59	6c9f19fd69f31dd344bbe131fbc3b2ff4bc0e79af9aaab0e3424952099b1ed6b	1	0	0	0	0	PINNED_RECIPE_FAMILY_VERSION_ALIGNED_NO_BUILD_ATTESTATION	PINNED_RECIPE_EVIDENCE_INVENTORY_PENDING_REVIEW	NOT_REQUIRED_EXACT_MEMBER_ALREADY_OBSERVED	OPEN_NO_BUILD_ATTESTATION	UNRESOLVED	BLOCKED
selected:6052b6396205eed6dbb6	gtk-gui	libgio-2.0.so.0.8400.4	EXPECTED_SONAME_ALIAS_SYMLINK_PRESENT_CONCRETE_FILENAME_DRIFT	generic-artifact:d91fe1202c51f7e59b12	glib-glibc	2.82.2-2	aarch64	d91fe1202c51f7e59b120d3b475e24cdc2ac2cc28f2804e9bcf4919b775978e6	libgio-2.0.so.0	./data/data/com.termux/files/usr/glibc/lib/libgio-2.0.so.0	./data/data/com.termux/files/usr/glibc/lib/libgio-2.0.so.0.8200.2	gpkg/glib	de335e6ba82f295978c17dcf3666a38bfd51538f	2.82.2	2	2.82.2-2	https://ftp.gnome.org/pub/gnome/sources/glib/${TERMUX_PKG_VERSION%.*}/glib-${TERMUX_PKG_VERSION}.tar.xz	ab45f5a323048b1659ee0fbda5cecd94b099ab3e4b9abf26ae06aeb3e781fd63	02617bd57417de8705e0e10d1084bac005ec11d2	065a5ffd36631cb456e66b58e3873c312f6058eef3f30f611aa7a0f6fc0fb5d1	c4af35a4067163db30f93aca1d82160ec6c53d2160d4bc8099e719d4c1ac5eac	13	8	1	3	0	PINNED_RECIPE_FAMILY_VERSION_ALIGNED_NO_BUILD_ATTESTATION	PINNED_RECIPE_EVIDENCE_INVENTORY_PENDING_REVIEW	PENDING_READ_ONLY_TARGET_ELF_INSPECTION	OPEN_NO_BUILD_ATTESTATION	UNRESOLVED	BLOCKED
selected:654806f659f7b97ba9d1	gtk-gui	libfreetype.so.6.20.2	EXACT_CONCRETE_MEMBER_AND_EXPECTED_SONAME_OBSERVED	generic-artifact:8e1d9d34f13c6c95aba5	freetype-glibc	2.13.3	aarch64	8e1d9d34f13c6c95aba5e9a5f636facc94e0ca7c073f68cf605858a499a54e7b	libfreetype.so.6	-	-	gpkg/freetype	3a92f7895a8a4ef5cfe33fcc8b806acccffd0313	2.13.3	0	2.13.3	https://downloads.sourceforge.net/freetype/freetype-${TERMUX_PKG_VERSION}.tar.xz	0550350666d427c74daeb85d5ac7bb353acba5f76956395995311a9c6f063289	a2ebf194e945c35b0f8147a4d9f0ed2d2a43fd26	b0c17bdb9f16b922c56b18801d8e74fd5a58c8d30821990671f308a3bd6123ed	b998cb4e93865ec2792c89eedc9d57775e81b0aed9412422b892862958057d23	1	0	0	0	0	PINNED_RECIPE_FAMILY_VERSION_ALIGNED_NO_BUILD_ATTESTATION	PINNED_RECIPE_EVIDENCE_INVENTORY_PENDING_REVIEW	NOT_REQUIRED_EXACT_MEMBER_ALREADY_OBSERVED	OPEN_NO_BUILD_ATTESTATION	UNRESOLVED	BLOCKED
selected:6d981b8963608a8e0e6b	printing	libhogweed.so.6.10	EXACT_CONCRETE_MEMBER_AND_EXPECTED_SONAME_OBSERVED	generic-artifact:8583729139206b5b11da	libnettle-glibc	3.10.1	aarch64	8583729139206b5b11da3b9e38934d90f5f632a8dd99b2f864dbdb6c37ad3e3f	libhogweed.so.6	-	-	gpkg/libnettle	123402f8505f9f9af168f50f1d32f026f12be5f0	3.10.1	0	3.10.1	https://mirrors.kernel.org/gnu/nettle/nettle-${TERMUX_PKG_VERSION}.tar.gz	b0fcdd7fc0cdea6e80dcf1dd85ba794af0d5b4a57e26397eee3bc193272d9132	ac889c1bc5960fb32e551a1a0dc0312ab5103f9f	11c4b6f7c78231381748f58c19954c4581b7c7642ebe7fef3e1b60b768239b03	f536431aa6d0c80dee221f3b252e0fbbe2f72a1c4638f8542f8d68eb25d264e6	2	0	1	0	0	PINNED_RECIPE_FAMILY_VERSION_ALIGNED_NO_BUILD_ATTESTATION	PINNED_RECIPE_EVIDENCE_INVENTORY_PENDING_REVIEW	NOT_REQUIRED_EXACT_MEMBER_ALREADY_OBSERVED	OPEN_NO_BUILD_ATTESTATION	UNRESOLVED	BLOCKED
selected:6e7f73b2a1ff4758f39a	gtk-gui	libgmodule-2.0.so.0.8400.4	EXPECTED_SONAME_ALIAS_SYMLINK_PRESENT_CONCRETE_FILENAME_DRIFT	generic-artifact:d91fe1202c51f7e59b12	glib-glibc	2.82.2-2	aarch64	d91fe1202c51f7e59b120d3b475e24cdc2ac2cc28f2804e9bcf4919b775978e6	libgmodule-2.0.so.0	./data/data/com.termux/files/usr/glibc/lib/libgmodule-2.0.so.0	./data/data/com.termux/files/usr/glibc/lib/libgmodule-2.0.so.0.8200.2	gpkg/glib	de335e6ba82f295978c17dcf3666a38bfd51538f	2.82.2	2	2.82.2-2	https://ftp.gnome.org/pub/gnome/sources/glib/${TERMUX_PKG_VERSION%.*}/glib-${TERMUX_PKG_VERSION}.tar.xz	ab45f5a323048b1659ee0fbda5cecd94b099ab3e4b9abf26ae06aeb3e781fd63	02617bd57417de8705e0e10d1084bac005ec11d2	065a5ffd36631cb456e66b58e3873c312f6058eef3f30f611aa7a0f6fc0fb5d1	c4af35a4067163db30f93aca1d82160ec6c53d2160d4bc8099e719d4c1ac5eac	13	8	1	3	0	PINNED_RECIPE_FAMILY_VERSION_ALIGNED_NO_BUILD_ATTESTATION	PINNED_RECIPE_EVIDENCE_INVENTORY_PENDING_REVIEW	PENDING_READ_ONLY_TARGET_ELF_INSPECTION	OPEN_NO_BUILD_ATTESTATION	UNRESOLVED	BLOCKED
selected:83bc985c49ec2d778e60	gtk-gui	libXfixes.so.3.1.0	EXACT_CONCRETE_MEMBER_AND_EXPECTED_SONAME_OBSERVED	generic-artifact:23fe7f6003d9607db6af	libxfixes-glibc	6.0.1	aarch64	23fe7f6003d9607db6af5c31b995616270c319f2af11ddcd6292facd43b25b66	libXfixes.so.3	-	-	gpkg/libxfixes	14916897595c88d8dc9c346884799171c22b4c15	6.0.1	0	6.0.1	https://xorg.freedesktop.org/releases/individual/lib/libXfixes-${TERMUX_PKG_VERSION}.tar.xz	b695f93cd2499421ab02d22744458e650ccc88c1d4c8130d60200213abc02d58	2ab4f202a9821f75fe046c80c31bc369cc80af10	9600c1fee14672d240e52012d32ee22e3e3b1e891a78d8567a53f3bcbb3ac528	c6a9e3cf6a30fff8d5f2893d20806ab89063437e97e54782734b4a3d4152fa97	1	0	0	0	0	PINNED_RECIPE_FAMILY_VERSION_ALIGNED_NO_BUILD_ATTESTATION	PINNED_RECIPE_EVIDENCE_INVENTORY_PENDING_REVIEW	NOT_REQUIRED_EXACT_MEMBER_ALREADY_OBSERVED	OPEN_NO_BUILD_ATTESTATION	UNRESOLVED	BLOCKED
selected:8415133f42365efb9394	printing	libgnutls.so.30.40.3	EXACT_CONCRETE_MEMBER_AND_EXPECTED_SONAME_OBSERVED	generic-artifact:e072748f2ddba21f0193	libgnutls-glibc	3.8.9	aarch64	e072748f2ddba21f0193604132d578c406267931692c0291f1a87da1899980da	libgnutls.so.30	-	-	gpkg/libgnutls	8851cd93d2e7c823b86e3940d7b61fd1965594e6	${_MAJOR_VERSION}.9	0	3.8.9	https://www.gnupg.org/ftp/gcrypt/gnutls/v${_MAJOR_VERSION}/gnutls-${TERMUX_PKG_VERSION}.tar.xz	69e113d802d1670c4d5ac1b99040b1f2d5c7c05daec5003813c049b5184820ed	4e0967a7923187ea473ba8afd9c7bd6fe761787f	803d2fc9c1f11a41d324d7f4f032b3c144e44c866963842ac9c81d997bb962a6	291edc912742e8c486efeefe317b7f2ed34f800c357b1460a483d283b5a7d213	2	0	1	0	0	PINNED_RECIPE_FAMILY_VERSION_ALIGNED_NO_BUILD_ATTESTATION	PINNED_RECIPE_EVIDENCE_INVENTORY_PENDING_REVIEW	NOT_REQUIRED_EXACT_MEMBER_ALREADY_OBSERVED	OPEN_NO_BUILD_ATTESTATION	UNRESOLVED	BLOCKED
selected:9c9dbf2702e796a10c69	printing	libtasn1.so.6.6.4	EXACT_CONCRETE_MEMBER_AND_EXPECTED_SONAME_OBSERVED	generic-artifact:51ed5e4d2e3fcd5ed966	libtasn1-glibc	4.20.0	aarch64	51ed5e4d2e3fcd5ed96630635edf75ed6f50ecd4bafdcbed478bbd3822f6864b	libtasn1.so.6	-	-	gpkg/libtasn1	3601f2ed3c9fd4d03c20c0d854d7b3aa05628482	4.20.0	0	4.20.0	https://ftp.gnu.org/gnu/libtasn1/libtasn1-${TERMUX_PKG_VERSION}.tar.gz	92e0e3bd4c02d4aeee76036b2ddd83f0c732ba4cda5cb71d583272b23587a76c	6542cacd656dccd5a1d0c745dd8f15f195e92469	6147dbb805268fbba8547b12493f59cc18e6bd685f995df120201dacdf0b2182	10bd224db44fcabac631fd2c32aebefe1d6c47d227a23ba0e26d73b325536b76	1	0	0	0	0	PINNED_RECIPE_FAMILY_VERSION_ALIGNED_NO_BUILD_ATTESTATION	PINNED_RECIPE_EVIDENCE_INVENTORY_PENDING_REVIEW	NOT_REQUIRED_EXACT_MEMBER_ALREADY_OBSERVED	OPEN_NO_BUILD_ATTESTATION	UNRESOLVED	BLOCKED
selected:9e92e4a04c351aabb559	security	libsqlite3.so.0.8.6	EXPECTED_SONAME_ALIAS_SYMLINK_PRESENT_CONCRETE_FILENAME_DRIFT	generic-artifact:d377605da9efe94727a1	libsqlite-glibc	3.49.1	aarch64	d377605da9efe94727a1d77f0e3566a27e7206edfb31535a92152cf39fe7461f	libsqlite3.so.0	./data/data/com.termux/files/usr/glibc/lib/libsqlite3.so.0	./data/data/com.termux/files/usr/glibc/lib/libsqlite3.so.3.49.1	gpkg/libsqlite	f40cf35fe65fe08cdcc5dc69d36e19c5bbcca408	3.49.1	0	3.49.1	https://www.sqlite.org/${_SQLITE_YEAR}/sqlite-src-${_SQLITE_SRCVER}.zip	4404d93cbce818b1b98ca7259d0ba9b45db76f2fdd9373e56f2d29b519f4d43b	54ff775306407c373f1e65e6236767404ca2f091	2277065e17d83ddb81f27a8d49fb51571fd52e83a510d39316ca3170a8457ef3	7a10a9053e62746bb17deddad533dd4c842ea06bbf9b098b2f0510284827ae42	6	1	4	0	0	PINNED_RECIPE_FAMILY_VERSION_ALIGNED_NO_BUILD_ATTESTATION	PINNED_RECIPE_EVIDENCE_INVENTORY_PENDING_REVIEW	PENDING_READ_ONLY_TARGET_ELF_INSPECTION	OPEN_NO_BUILD_ATTESTATION	UNRESOLVED	BLOCKED
selected:9f95a9cc7b1ea3e0cdc6	graphics	libgbm.so.1.0.0	EXACT_CONCRETE_MEMBER_AND_EXPECTED_SONAME_OBSERVED	generic-artifact:fc88e9a3b2ca583b6398	mesa-glibc	24.2.6	aarch64	fc88e9a3b2ca583b639834ff9b6005df28b97e70f70e57b689f68548a94163ec	libgbm.so.1	-	-	gpkg/mesa	722eafd0258762f44c50228b3b66cc7a29cfcb3e	24.2.6	0	24.2.6	https://mesa.freedesktop.org/archive/mesa-${TERMUX_PKG_VERSION}.tar.xz	2b68c4a6f204c1999815a457299f81c41ba7bf48c4674b0b2d1d8864f41f3709	af1897b9f7912176425f77a3fb0b676f580f632f	b379d526cc834e81102d7b201abd28f00cf53388724e7af971c6748dc66754ab	d1236805b79050dec0729239048afb743071cd1822a7b229260ba20de7d389b5	17	10	5	0	1	PINNED_RECIPE_FAMILY_VERSION_ALIGNED_NO_BUILD_ATTESTATION	PINNED_RECIPE_EVIDENCE_INVENTORY_PENDING_REVIEW	NOT_REQUIRED_EXACT_MEMBER_ALREADY_OBSERVED	OPEN_NO_BUILD_ATTESTATION	UNRESOLVED	BLOCKED
selected:a7e42baafca8ed4717e3	gtk-gui	libjpeg.so.62.3.0	EXPECTED_SONAME_ALIAS_NOT_OBSERVED_DIFFERENT_FAMILY_MEMBERS_PRESENT	generic-artifact:e672a721d7a949048cab	libjpeg-turbo-glibc	3.1.0	aarch64	e672a721d7a949048cab5c7073ef0a0c05f627b8fc691ecc2d0adea6a5a5689e	libjpeg.so.62	-	-	gpkg/libjpeg-turbo	cb58a7c1d7f4a1f89d036e4c80da596c0c61234c	3.1.0	0	3.1.0	https://github.com/libjpeg-turbo/libjpeg-turbo/releases/download/${TERMUX_PKG_VERSION}/libjpeg-turbo-${TERMUX_PKG_VERSION}.tar.gz	9564c72b1dfd1d6fe6274c5f95a8d989b59854575d4bbee44ade7bc17aa9bc93	846c10b18932418826f4fb78495b7ab891014de7	5d248f9e0c5f8837f3bee2fe562116a9f23f4ae8dda7a235e8b7eae9e3236112	90f7748fc7ae1dadc43d6723b885480b6131465defdf635b8dc322a4bdb33e65	2	0	1	0	0	PINNED_RECIPE_FAMILY_VERSION_ALIGNED_NO_BUILD_ATTESTATION	PINNED_RECIPE_EVIDENCE_INVENTORY_PENDING_REVIEW	NOT_APPLICABLE_EXPECTED_ALIAS_ABSENT_CORRECT_CANDIDATE_REQUIRED	OPEN_NO_BUILD_ATTESTATION	UNRESOLVED	BLOCKED
selected:b869b82b3c70ee88cb30	gtk-gui	libXi.so.6.1.0	EXACT_CONCRETE_MEMBER_AND_EXPECTED_SONAME_OBSERVED	generic-artifact:716705064cc53d3237a3	libxi-glibc	1.8.2	aarch64	716705064cc53d3237a377fe4b0620550ed9600417fca5574634e76e2381c295	libXi.so.6	-	-	gpkg/libxi	9be86de0575a2ae7c8e904d6724d07bacd96d099	1.8.2	0	1.8.2	https://xorg.freedesktop.org/releases/individual/lib/libXi-${TERMUX_PKG_VERSION}.tar.xz	d0e0555e53d6e2114eabfa44226ba162d2708501a25e18d99cfb35c094c6c104	252b53ceb5fad80db059014c8e5fe822e12b7e93	63dbb338560f310a518f7025888cd7b22baefa9c3a7755b7d5a5cfb6335dad6b	76863477961367abc8047fb6d0a88755f33ec149ded1da734f2f31574f5c71df	1	0	0	0	0	PINNED_RECIPE_FAMILY_VERSION_ALIGNED_NO_BUILD_ATTESTATION	PINNED_RECIPE_EVIDENCE_INVENTORY_PENDING_REVIEW	NOT_REQUIRED_EXACT_MEMBER_ALREADY_OBSERVED	OPEN_NO_BUILD_ATTESTATION	UNRESOLVED	BLOCKED
selected:b912b41387c558b52895	gtk-gui	libcloudproviders.so.0.3.6	EXACT_CONCRETE_MEMBER_AND_EXPECTED_SONAME_OBSERVED	generic-artifact:62b4d4f5263a7750f56e	libcloudproviders-glibc	0.3.6	aarch64	62b4d4f5263a7750f56e4655fdf91011ec5dc2e137f4e73a08506ddbaa64c1ae	libcloudproviders.so.0	-	-	gpkg/libcloudproviders	ca7597d86cb1610e64f209ff2b84c3ea13c4357a	0.3.6	0	0.3.6	https://gitlab.gnome.org/World/libcloudproviders/-/archive/${TERMUX_PKG_VERSION}/libcloudproviders-${TERMUX_PKG_VERSION}.tar.gz	fa25bdc2e415a717999f3d0bac8756dc0dcfe40e3ada864fadc26df0746a7116	cb073e2018c70bbf92596433da4fda7b8e023c55	a97980df6c892702a94ae2e9c8bac95b07f42e34663c3622a89e03e6aa10d127	ae6a99c13691d0ac48a5c1300c2b3604f1b383c6f356171202daf72600257ffd	1	0	0	0	0	PINNED_RECIPE_FAMILY_VERSION_ALIGNED_NO_BUILD_ATTESTATION	PINNED_RECIPE_EVIDENCE_INVENTORY_PENDING_REVIEW	NOT_REQUIRED_EXACT_MEMBER_ALREADY_OBSERVED	OPEN_NO_BUILD_ATTESTATION	UNRESOLVED	BLOCKED
selected:beb2bb532f0a84c2835f	gtk-gui	libpangoft2-1.0.so.0.5600.3	EXPECTED_SONAME_ALIAS_SYMLINK_PRESENT_CONCRETE_FILENAME_DRIFT	generic-artifact:7fdbef58f2a4fff712db	pango-glibc	1.54.0	aarch64	7fdbef58f2a4fff712db62b7fcd0cab0bde91373eb4d1d133e97e947b9f43084	libpangoft2-1.0.so.0	./data/data/com.termux/files/usr/glibc/lib/libpangoft2-1.0.so.0	./data/data/com.termux/files/usr/glibc/lib/libpangoft2-1.0.so.0.5400.0	gpkg/pango	f9e9e2303e2c91322f7edcf1bc0c3b99f2d1d74a	1.54.0	0	1.54.0	https://gitlab.gnome.org/GNOME/pango/-/archive/${TERMUX_PKG_VERSION}/pango-${TERMUX_PKG_VERSION}.tar.gz	317f366bb255282d3e64ccf95b1d57cbea8636578b199c158235e1f257e5167f	f481d5abd776722d24bba66966ae32f1a23bbc80	6f2b33f578ca6d82a486cf362341c37480494c21e39d1b92219c44456e3a8fab	1b600fab119cdad78653aa4b59c7eb293c560d4de3683280556e37e956e29cc0	1	0	0	0	0	PINNED_RECIPE_FAMILY_VERSION_ALIGNED_NO_BUILD_ATTESTATION	PINNED_RECIPE_EVIDENCE_INVENTORY_PENDING_REVIEW	PENDING_READ_ONLY_TARGET_ELF_INSPECTION	OPEN_NO_BUILD_ATTESTATION	UNRESOLVED	BLOCKED
selected:c41cd8cc82847fba1410	gtk-gui	libharfbuzz.so.0.61020.0	EXPECTED_SONAME_ALIAS_SYMLINK_PRESENT_CONCRETE_FILENAME_DRIFT	generic-artifact:d0e4a83180560341dc02	harfbuzz-glibc	10.1.0	aarch64	d0e4a83180560341dc02fccd3b2df1892338a84c4cecfa4c7f6bc1c2566eacfc	libharfbuzz.so.0	./data/data/com.termux/files/usr/glibc/lib/libharfbuzz.so.0	./data/data/com.termux/files/usr/glibc/lib/libharfbuzz.so.0.61010.0	gpkg/harfbuzz	f353d5f116250f7bcab7ecf062cdb13728b0ecc8	10.1.0	0	10.1.0	https://github.com/harfbuzz/harfbuzz/archive/${TERMUX_PKG_VERSION}.tar.gz	c758fdce8587641b00403ee0df2cd5d30cbea7803d43c65fddd76224f7b49b88	904a87a0e4debe61c0c6408178823bf1da34cbff	99411ce83a567efa49e3ee5fef8c47ff597a34b03ff8597ce3f2dc3ff2880a69	6fe57caad58473463edb7c05a14300aca0acd83e9680bac16b6e678109232def	5	1	3	0	0	PINNED_RECIPE_FAMILY_VERSION_ALIGNED_NO_BUILD_ATTESTATION	PINNED_RECIPE_EVIDENCE_INVENTORY_PENDING_REVIEW	PENDING_READ_ONLY_TARGET_ELF_INSPECTION	OPEN_NO_BUILD_ATTESTATION	UNRESOLVED	BLOCKED
